uid,number
zrbRZyIl10YjzsM9YrrEpR6AJAf1,17
hpMjQbT0JqYW5iO4RT5JAipW8rp1,16
dJrbsKTXiYdjRWNu3XKkHcq2qBY2,55
9mlNl4D1boZZcP2z1uZFKKsB0Ma2,17
JTK3t47hRtYKAYus5fnnVuZrUb32,20
9ksw3g6lmkN3v8QdPQRNAnkCxBz2,32
zaGZNzhhe1TrDmuRJmBR8zTiqmU2,17
CjUlJr7gixNwgTLsimir8JXmhdt2,15
WTpUpTGyXmaOirQkg7azKeewT2e2,27
CdAlYdxCIFSFdZtSuhthRF62rNc2,23
2O6oVCzbBdVc3SVUN7csMA7s0DG3,28
XYZmy9U44jb56oX4uDv2ejwhJoG3,15
LsX2Y7Ioy4Tehb86hPf484rfwtP2,15
bOJDz7HNZfc4fQAAMI6cDm7QQLy2,15
W0LnRR8EfGRptKlGkwtTwKCYqDI3,31
2rn9aYHk83VnG0alnpHIJwpLimj1,18
ISqJZi32lOhux3fVTQlUl0TB2pE2,35
jbAUXMu5ozMHU9absTu2LNevI0i1,15
F3nkRhUv0NY3ktdMwsLMpBKPYoo2,32
K4dBr5ApwrOB1YLowjhuCdbjiX23,15
030TpsiDKxaYHHCqfcZVgT46xSS2,11
sUcpulL3B0hzCq3ClBBkqAWqwlv1,52
V9Fvg9GTdiXJQuZHvJTJHdJs0AX2,36
kNJtIXxBTLOyWJxknOVWCmaNErG2,57
3L0wIASj4tSXNO25NqtvF6vqyWy1,16
ehDAoIdP5iVBJ1R7Mrwj9EHH6Yh2,15
UinL5kMrMAYIezZsmhYxE1FxNdW2,39
Y0AdFaKgEbQIJQTotyijLV1GU8G3,15
2meEBUCuZoetgIWLitEuX0RpDo73,29
RlN7HC6hokU6j7cbosXvgX6NjuI2,14
8SQd6LJw8oYNv0QAD7rBJZKLQ8P2,38
5JgAJIeW3maieVesRvUlED0yCm43,36
GjymHmPcBeRBlJ3dJ7mI5Gp7AJe2,36
HVFsZ1wvyBcZ7yRu6DCmXaRy8RB2,37
8yUjg0NEeRYL4iGoWC8gkXYl9Tr2,55
0XqcAh163kM0SVVnusBjRpT65wu2,15
AsL1dVrArLeHy9pu0QhvVe6NJVj2,18
QvQYBqIlnZVbbZdjtGYERDN8jZI2,9
UP1LuB9j8GgSzoKtCD8Igohqqxa2,14
6Z6eTn71oxOdSZffOuNvoT40yeu2,29
Un75YDEocVUHCR7IZleNKzeqVvn2,16
DGLf6w7D08ZCx6UsqEvwdiwCNdA3,14
PsRJzcrzdaQac73OPBHbvEF41En1,16
RSd9jSxbJ7cS99zLR5ifgArHQLs1,20
GzzoTYYw1jWaDnW7y8X63D16mTf2,25
mJjpCTeRcmPiPli20kAr2NRzyTk1,15
SZTsVpTtEPheZvRLzMiDH7G2SbH2,8
5j2sCwQVT9X3YVvYYOTaAwFAzIi1,20
JlT0eWg1QSRspcTMeAwOXuavtQ32,16
OWFbcj6bTQatMVyXADzpviKw3d32,43
4XCATBvP2PQuGxZ8bI9xQodRjgE3,12
PCGedrUpRgeKU2ltVtz36uB5m9a2,31
1snnz3QoumVeIbclkz6fpNv3UqF3,1
ZmpvVGTRo3SC3KULAF1yqbywS3B3,38
cbX7WDfQZeg5YkXXA8aIJRpSBAx2,15
KZDmqvWk0TRRSNGRgSP25n0blEj2,35
CnrnxuIh4EMS9n2EzhJthtkuAqz2,27
a3HvFfYJjFb75XdHx2KSpUv0T4C2,36
uLJpOLMDQkaiHuovnjCpMVj0uKm2,15
tFuWZOvyrGO8qAR8j7bEeFS9i2G3,27
vvPY4sbD7NTnQbBLwAlJFbfEhR62,19
5wLKyXw0DtcelM5Pu5FnyStpP1P2,22
TvcaKlC3syW0MiTJOpcKbFwAjnJ2,17
KbwVMb66axMW24yBUNGbIEOkb9o1,16
tqbYr4hWRha5tjqLdgGHg2oZ39O2,14
IlMdK9Cw1iTAWY9j1bWhWl7DB8y1,18
GhlrUATnTEgA2N7F34ez1Fv5aMj2,67
YFOh3u9AJ5SS7Ue1ajIeAbtBTxB3,29
yYD4PNwrtZQYNKvOtCNsCpy0IQ32,36
dm6mWCVYozcEICSTp0hb3q3dIhP2,23
Ef6AnNL22ih1Qrq4kAWslOOy5aq1,29
vw6oAWQMMdV4QkVD41Olo4BapqO2,42
SGxSNJfQ1lMvrJmcSO9xW2swumk1,30
uRq8jbKQQsgqEIXsER7ndwFD8qr2,32
o3lgKUtMHaStW7Iva8HP4v2XfIo2,11
bKckTBSN4NW1jgpXWudCy5pvWZ42,28
baEFjcagr2TUbpP4mlpCpuCOP5h1,16
BN4xuKgmqMVgOJ2ud9V4bjHQ2Hi1,14
3lrUDkDLnJNlgibTYZ8F77odo3I3,16
ikece16JOoTG0WKKnF63g4Eo4ch1,22
aZTcpxKGlEeoXjgyL8KMULYybE52,19
FZ4V78lnfgdJH1My86QldEH5KMR2,20
nLR08SqHo0cDxqXpzy3KNTUH6zb2,26
WRfjMuSqEcfEVWebGUiUFKP00eo2,10
9Zx8WnYDXkTPjIeXZtadMsMzr893,15
H2OwkEDcHsPcsWjERTvMHtsdxsJ2,16
jKXR5cbZeabWwZUMFRNwMC3pkIO2,16
q7OfWiDZzERbZun11lpKN1wpLxo2,16
YWOvYoHBTnVF0hRhvR3c1A15jN53,36
Ns8R33rFngUYDBGP9BjMxmRMswx2,20
3t90O6sa9WPjL7mMFqT7PbXQkdi1,27
FaBnGB9vRLMlFHtjdZz90FoweBk2,26
IHk8P1rhvBVTpeMMXQjoaR5xC5G2,35
mW1x5t5liWV57VyU4IoyNB7MbfV2,29
J7n6lGnJyRRHYXQCN9mFWdoynvd2,28
MbZi5phD5SaQEvCU8q7aa3PWR683,14
bAgMdD0MXpX7lqyssAv6esQPOZg1,35
1fveZYEAxaP5mOZggvkBOTkueL63,16
ec0PjiriUpWZVXelCpzuhgWdCcX2,20
Xb6TrlLHelcaiX7rZGN2hl7Lq932,15
PYlGN7dF5iPFzaLv1rDTuGl9Dur2,28
57JF1YnS73gVOLhmiC0mApV0d5q2,16
EqmxTexX0qY4ldTcN2rbxsU5s932,27
yUP1GAfao8WN4SV2BtK6nOYEApp2,15
1E0ugu1azHXxh24LaiNp3P6DRxB3,14
Fi7yaOMNHkU41Zcmn5q3ewW69fU2,16
rHVpeaaX7iPeYrx2uJcKuqvvmJr2,30
4QTa3raHG1YY8xRC4RXq1thO0242,9
TwzUTxiNBTYVjWem3ANBc9UuIBw2,16
rPVppoYDRRPHyyqKxrGRWH54za42,32
kaNwDr3xd3fQkkozA1DUpSFyU792,34
G3HwzWV1hPaejgwcE6oWtiLMJ2k1,10
PqL3cbt1nPbNqN75zfG3aYVI1mx2,20
eaIX9oo1rVeHa27tDNIVKKTXDIG3,15
9LXSTauWEMhBMsHsvP1Pxy7830n2,16
rluOx5JKC5gK1oN3rwz76sX4QpB3,16
loHbcVgPXfShqzHFbkIDT7CaAOl1,33
vmIYLEHGlIMei8DZOFwdy54uf3A2,16
PeQsqpRnDXfzHotjpYlsEY28vnj2,15
Zr0lLKzHRrdIMwwfbT2GhYiUGBV2,16
ophw1boT8YMim6diOjyvOMAj6GY2,35
nZ19IXf47iTiGczif41wM7jPv9J3,40
3w4WBkKuWhUWLDHS0iVJtA6UTFO2,24
qIZywirfVbMXtiSQ1cAsUcAPvKm2,31
Ai3wwDWgadabRNklW1jvqeDilFJ3,27
ruowdlvHhrZF7MDpNzQPfdFkHrC2,20
4VIxnOU8PjdnU8Cwu6peyYc2tCk1,25
N8ySPHZ8UCSXT2ckipYwuqn89oH3,13
AYhhuU68tjec2kYxZ1VjJIDGZ1i2,15
JAEQTbMYjiPUeSkTDr5FormhgMo1,14
rKSo1v8YWFb2GUMZdQtaxjvJAHB2,17
kW4HUDX2R7fupWoT6vXaxqOwcqv2,25
gN3VY2niNWV02WN4YbMCWXS6RWG3,29
m5l6ax0KrPWKKsuj4zUKjYrbuYh2,19
eIvacESiI9f0D7urD7WeCFx4iqq1,17
H041RWLs6Vc21bAxf1hOPB8nADN2,28
q4aSK7GkDNbFn7waS5TugJRkdkh2,15
zTut3tFMecdzyGmCDe1LpKLGhM83,14
dhA0p8LlYgcANi5hQusBSHEee7d2,15
OiPYOwCkQ7fYj045nxYB4q2l3H53,17
Ss6dIeEsQjhvvQ6Hksg1GarEWjo2,30
qKLXV9YrlcXaS0qNFKlj1zDru5o1,20
Q5rn8S0ShcYza3WAZivge0Ku35m1,18
P9rWqfMt7RSTIqalhNk5ZxW7O0P2,16
S2VIIRJz93W4io3c12JBofi45M73,35
D01ReBL6kBZ49dNkeo0tNDzEUZe2,14
87PB3VRmX0RPWDrhT1P1nFpK7l43,17
CJNBT0Eta6ZG8T4Mvxfh04jwg6r1,16
PWywkPcCDscL2Nq0BUgamqLanuP2,28
1646lwVidwda9iGowSv4jRyJVR33,36
fwKD0RkMK4a33VnLmgKqXjeZlEk2,25
s6og3MDWEgXKoAfPraXcqmtX8eB2,18
cyTmWtcZEPgdgHRV7w2Gdxf8fvZ2,26
V4kfbFyEUgYkButobDXZOaCy0VJ3,41
xup7SFIJxcXR92pA3daVjrGOfgp2,27
EqZ78KTDSYQqBPOwMElWSIJvjj63,20
PXglL4LjkUbUlWa3aLo2YJPUqb92,16
LEOkNtDZPbR6VvKWwwhN0wlS5P93,16
mc0hk3mWAHYLPKYqJlNVOdyUHSO2,17
OTTWEDaq9zRTC4AXPiJvQUKPJvG2,31
gotv4nzjCsTVbxcJ3s3bLHHZuKi2,14
VIIOU3Y5rmdr7nQ0waUOIRTHPQ62,16
OjK5vzaCduamtStep3tyH8Zgrkp2,33
JnDBd41ttiYputC0xbj0SrXayYb2,29
WItxnhdA9oeyXGFZUFjumJ2ntc63,14
K00QdVEbPxVwSSyPZ7NQ7oSej0M2,46
pTO0iidmwsdROv25Wrc0jUsXQ3C3,20
OgY5e9v5QXMFvCEx9mbOOThrkTJ3,21
D2RhYWgSGvYn0p13BaBzlgjX6By2,19
s2Y0DcGDLeNCoPiI5gz8IidlFzH2,12
MthptzXkXCPJuyJV30lvgxiHS683,16
dvMupXl0kGgRaozDxtl35lfPmjl2,8
NX6sJ1lj8tYb2wECyzGqUcLDfTa2,39
kcFlCSFGhpY1ipA0flMwWLbDd9B2,23
FckjkhRGFwUkv1TfhK5MuaOyKZD3,16
OYYGe4hbayM8BgUx6C1z1ZJvsPi1,16
uwRbPsdtkQM7QOfJ4kzyPb5HnDN2,23
uQRknApthLYOXkaFE4Jlq0AZjMU2,17
piqZ1yMhoaQUg87JLx6ORG30Nfd2,12
ANmUe3GLyuPU1u32JrCNnydxwoy2,28
LyO2I0qNhrYLx7hp94FkmktyY9h2,15
so0J3I7jwSPDi1dSL6XqPotj6LG3,18
NGasJoPjI7ZlvKqItTlBftOhndB2,16
rWOvIZZn6PZvY7YNH9muIZ7Scr22,33
rDrExElOGBOn8Af9InMTTI5m1qn1,15
o9IkxBtk5OUGeAXYPbc73ON66V92,17
ks2TReHWNZSAPlladPP0A8xdzYk1,19
BdMIOht5QyOpkjM2zVAqYNDstsN2,16
WYnod8zJF4WCPfBrGooYEa7JOej1,19
SZvm8h3cHUPozAsHXThtMAfoQeC3,15
v9FOF6yTV5VcAjCUcYauf953WPt1,15
IMsTcN4QJ3c4SFT8bz8dFV7PQqr1,17
lLHJiPBKXoTyijVwzdZDOk35PSG2,31
7PTZPFnpnYXfyk8bSmfYGn2z5P12,33
RuwQV6ko0IQmy7kN3mERPEkxTdP2,20
vZ0ye3ADYEZLWbL93cqz4vxXJRy1,46
uyCqzZ0b6oMo8VrGpuJJyZOzslL2,8
TayN5RuoJVPL16Zn6399exasSGn1,29
rAsw1sgVZkdON0BouZSMDc0Ym5r2,28
ABM2bdvPYcOsvTY5RFSBaGBF0oe2,27
GMWEzLwWswW2CG6Bnljl5e0M9Pd2,36
zJwFCGmUVqc1DT1x5lCT3R4odTB3,12
hNRlUKp0nHNsHE3ePJDvWBzzfDm1,25
Rw6dGuq8aOfvF4EgoKSZKfrIMuz1,28
9Fv2tJ7LpZU3lE38m9s7vYlrVOI3,39
QPDAup6kguSaA5V14N7LqGtd5Kr1,10
DSsDdFKuvXRPC6ieNxXejCVvTT52,20
mSbuHZxCXNdHKNUhs3j9YI9lgF43,15
RrhCMta75vUJTFjNDIwFQLTvZlU2,35
r8ddBFj8Y5ZwXKwk2qqlay6u3S22,35
ewMfYghQS1Mt79c6dnWkPUOtrSF3,28
0JfQA6P4ANbItc7C39imJSbJcWc2,42
8O07IwBkN0PR6wLl2Vek8Mj7VvH2,42
gNLKf8batKQmGpURu7oUc6sFbhJ2,20
woXLexqoMwUqoEZL09OxiNcMQZD2,40
AdivXDOln6d3E10F5mBBmWIcN092,16
K5yndC30frehM6JXRC3kksrSOn63,16
lWSN1nPMVMPZsNxD1B3DJKrdU6o1,21
YObRSV6L30gB28GNYuT2YOVYcZJ3,23
KYg8EkYijvWeeiJDaTj5deUTxSJ3,15
hJMVlrUlfCgfu7mZtxceMnylUjH3,30
5G1u9TmHTdP6lj38l4sgwTLD2Vq1,20
kKirz093r8Px1Mix9NOV8rVmuhi2,8
5xOaa3OmdRPxEGOKGXW7Ku6prXK2,19
JR1qcHcBWdh8MHPCFEQinLHcrls2,34
QzqVA7SLaQTb8wEVwWl7X6RiIBT2,32
hOoojw1wbzXZFKsGASFebGwjBvD3,19
0tmCMQj5iRfgeCzqFYs7i1OuKI83,18
2fweC3q7CQhfkIXW5fAOsVOAIGT2,15
KwuO0xllkJaxvzwtzDDjcAwzYnk1,15
OwCbCO1Z5eOir9ewGx4bedXZ1y93,16
bpq283qtUvMCX1TvekVrqgg1IT32,23
Tcrj343O9zZVdlqoHUgAiU47cw23,9
4no8YHdXOdfdU6rkpieJ3vVRBSJ3,16
5rao3QCdxJgKTXhElUZ7TUrmHDm1,15
onPPsyXHtqMoDa64KXG9eMB4kev1,34
hZm0e4WydIeq7pyd6PJmqpikfVs1,16
LFPWuXVqmTcW1md8xwYRrS5x17C3,38
VJQ6BAo2lfRm6Du982tWHZxnYtp1,15
70tWkAJSppZR20rd9rWgpm9WtKH3,18
qDjJfNeCTcfTrDpOxYsZ7FU7X362,41
6fMdD6qYHPQimUHhY42Ex6IkA7F3,42
1ORqt0ErnEPaVMEJnPRbXUcJKwu2,37
IAzn7qNWyxNU6cuJhHOWIK0OOMG2,20
3jgUxhh5jPekt9GZDnr58WtohC93,19
HkxNiLu1K3UQwAXBrcp3OXxcWaj2,14
a22gdRhK5DXdU4sGsm7MLhYEEAz2,8
n3nRskgg8fRH5UnUcyVDycdSqPp2,16
D0pJQ51aSWO2edYzNi6BK7FE9lu1,36
jmypwVnYoBheKBKvZumngmUuJd82,14
fmnohGfIs4SkDSlRJbwNZiRnFiE3,15
Z2U9CSvepKN0kXeKoHxuwr312e72,24
hi2Wfuo9zidEBMCs58OxYErsvOm1,31
OtmZAldEUgZBLJHAXpLTxlecQpE2,16
h22OJEshRWPv3SKmJ8w2XskD6P63,27
dcuvf20KAiSD4ELawNGX8oCHDZd2,16
qW7CRumKvQOs5Xh5ufdCKwIhqNf2,31
yfoLPCCMGqdXijxUpbYTD8XuWXA2,14
9YCGDr9GcxP0VhXP23Jb2dw9ShA2,16
pY1UCoyJW4cVRfW9OXLfe1l7CRB2,11
I9vi31ngoEWV71Oqyea3KuA7juH2,11
huvi8R7H5jScwGlZ4K3LZJyJmNx2,12
uf9izF2QfCg17cWfAYB4lMsUGOR2,15
MNJ47HaU2PcrMZ6IhaZCtqO2Ujh1,41
xsfakdrRqmU9S7D6qj4pSSne8ub2,15
Fix0Pmr5XpUAUpXQSZAqJ4F0YUZ2,16
msQmDJsIJQYqzPU0oO5U6yGvR3E2,8
AGQ3thkJ6KZ4Wl4lDTGzOFQB6rq2,43
SOH3gSncKleg3JjyKgjTQnzfs4G3,27
FUU6c6GvyGVPUx4hXrAbHMydoJB2,32
DWUDjvQHDqUyCfolhaDRugxgyS02,26
rtCsulR50DgmrSHBS79tv4fAhk43,41
4XKHsTyeK8RRmcATpcOmdGSFyuT2,34
5qr0EDrZKGVTtMn6r9wVfZeep2g2,36
GAGoxTFPQbQ7JBeQV9M6PmyEtmB3,27
S2noe9UGQacYhr4sVHbqD4pLCZx1,39
RhRMl77FLwVqWPI5Tbkbu8RZ8E13,22
lKByVuOaPxdbBt2xfeK1F06yvQx1,28
wQIUw2ZAxDQD7AePKCquB4Og0Io1,19
s4D8dmdqDZdCHY8B60dapKe8ecA3,25
vjXhr3KHnmYzqQydiGeSoW5y8k22,36
tWwuNQhEnWSIJ8RULxmxePvpQQv1,16
9DL8qekmjYdG8d17ykzu8Xkb2sC3,28
gMM6l4CCKxRSEksfKBy6a9lPe083,20
59wx9zn9cVgSOtkCySdnkVuNieg2,35
9cy0JoU2GNSIc3eup5XfI0gixSk2,27
b7obuANyCuSUzfaJZoAo8Nq9oPu2,16
TuTFYW3QctM3GVO7po47TmIOSa42,29
sJUyVCg3m5d2Clu99tddIXH3NLq2,18
eiRIyF2Uu4QmpPpjQogHeyeEpd62,34
Ko52NhtlXTP0TY84igiqNlrFnQv1,14
n2bFJUJ6Xcalgati3YdxMI4VMFM2,31
rISJXOtMJnZOb9MZIzg1sSfARlx1,12
SuZtBZftbTgSh3Qus4T5wurDA5E3,43
iFypNMIuVEbg5raNtxwkoK1hg742,12
8IJh5a0ag7bfAmfO7UpezbldVFs2,10
OE7pshWv1Mc72InDaGPh4UlxTaP2,29
uwtAW83HCbYy7uDzPiR5fLqAZnm2,70
OwBYXBtHsHQYSebd5mEZagWZjIo1,29
tBloEjqhEhdWuTxfQ7tqCJmxzn83,14
ziq7FPOTFMXa5Uacn6AeVHHBeIj1,14
V0klsntazIfE3BTbhIIC2KMa1M82,34
8tnumxx916TQUAzUzhaIYZq696r1,40
Yj9T5BC21XVI7uA8Bi8HjHlGawU2,15
EjktYSzh1tfZ03alpqeYEmKcwAJ3,27
vUwwZNyxBsQfTu2AWxc9iwGUBfj2,57
WKpNFlRENzeWpqtImTTGcdhFdcY2,16
gcPmvXIS4dg0Wuul4AGYPylvprd2,30
98r9fUfaPucS5XdrRFhR4t7wAHo2,14
isZuxUV4qJawJMKhH68ORsNYQcj1,2
yLDbeuObwoTFr62v6lLzTPIQEMd2,42
WRgrJJ9cuxgQ38jIw2S5yL4eGv92,16
1zSVFh6BgzaYBbjLkZ4J49VBx6D3,35
VBvKqjQEYfZ3Q0crIKy3wvgyVkj1,27
9459vb43XHg6wLIIvrTsg1YzZCn2,49
lWx20vO4DaOIb0efbu8HxqXqcmR2,18
U78E0n3C6zYMRy6nfP3JVkioqlg2,32
nvUZlmJnsKWGBmhFMOYJsE6wkTh1,13
p6lHGhH1tgYGktBrO3EOwRQKOxA2,16
ip1zYPRVoiaSC9SahR32deXsfl03,27
DaNwWW7UNyaPwCbmdQbq7IYE3Vv2,14
sd2Yg5vCtFecfrhD4TnSRxzw3gA2,16
6feA9k7qnlPmUXeiaYUorzcb9xv2,16
hPCmiQoidgfK7UfC3dlFDRP3uvl1,43
vAzCPpc5PVgf2d7JPnUNa0qctLo1,14
5jo6fRnFmoTwainIRvPBmleY4GB2,16
1pEYiCZHrBWHcRTJ5rZJDbFXmig1,31
kHMsQLHtVWgsjcvpDmTJoCwEchD2,24
aB0G2GgrB9fsZ9Bz6Lw7xmN94tv2,36
Ronpy4cR23YoXljga2urL7VmCXM2,15
Y9lmgt4uD5Q8j3tlql7Yo1MiUYH2,14
kKXKt0WZlwWxuP5WVPAYTpNWQ7s1,14
oxvBc3gzGkdVNQMto6oh8nO3aPi1,40
PTwAkwvuYOefEXkgSgInHXE32FH2,16
ze5Qpn8AJJTUNPfNUuptLhT356a2,9
x89MkiNdLdak88nVmxLbSvvlwor1,30
28AUHLv01BUII1JmkUjseRTcDV23,16
6FjPDEsx1xXMSCCD2t7p3HvGKat2,28
t0CWRnfAvXTmAENlZCwzmm3BFwn1,17
FDiHZW4ziUXeMA2f96EsrAmd2sM2,16
T8cn5U9sTAhR5G8AMwnZE0ni66I3,15
gX2Fko4UQ4T40eY92L33RAYbjni2,33
smRdbSMjIgNiwcnzLwdyrFSSZKJ2,50
eSt9WaWzpph3CiXTD7AO5GQk19V2,27
pJUIttK55kOtC6PXVhthQ1ASI4i1,29
22bkR7jhbdbMLAOAxWxSECTxOUl2,32
TemXUD4T71UXt17QMLIsY6Gtra33,12
n4I74sYEjwPi3h6QDKdSAyIo39E3,46
vzVRUDMTQtc4fPIJqiOnEEMPwry1,14
EujA3o1dgPbuDi3Q47oKe02ZF4z1,22
tAd9DJqW0tUbKXMAUTqNA32UcGR2,34
huUwePMpfVdohpugHfa4qSP402O2,20
1EFDJzMfRWYkJ3nR6gGntOjc1UI2,33
KyxgbbmwCjZzZUnxDVfbGh7Ri3c2,30
S7aqJvFCkbPJK2yzjMkbLXmihTw1,15
oCOLIgxUXCSRDKcqpPNSGoZFfWG2,28
Us6ZpcDlNqWUd56DvXWZeI7YpJj2,15
rHghIuake5ev3yqYVPCXu3RBzTL2,15
tcvPEOwd69YDxkAkMMNJqPQxuXF2,30
ap3nQOV9mjWInB18C5A5aTMQzbj1,31
ffhU20hAPCWyHqHAh4ioVmlkjZO2,16
ICukkUWjZseFq9TJElUVptHl0ys1,26
X2a8tZu504UPVXqCGJ3XQJrlTZL2,18
bGPvvWdMKqhO43gXj91XzWT31nJ3,15
z7yHDABBoNOCZVUZ4iYTAdH70kn1,18
wBUzlBGzd3dkkpyBRWebnnpUjav1,16
s9QaWXQ9vcQFTyqrdpbOlhrN3Ao1,34
KWvO8HJWTqSa2rl05zLM8hnxpB62,32
9hlnUEtviCdWsWDq6xiv0DDlquo1,14
4jHKd5bbypTpgII5yFZPnPDkZrI2,9
NZMBxMcNpVOD8fxgjV2qrcp1Qx73,31
DSVSldfBPcZ8Nu0LV66APh2WxmE2,18
rGuehrMvjIb9xcSMnzdZhfW4sdE3,15
k9OSvXcJtqQXuBnfx1tIinhkQ3i2,16
cnDgqjIuc3SCmnv6gWJqjO0eGlm1,20
s8fw7DJ1doVRPKseCsWleW6YMXW2,27
M5LWNV63tFffcZ6f4qeB6cVKsz72,34
g2HBAMlAeWZ00YgwGtcXHAZ9UuB3,15
5Ar8mu1N38RTSPKCDHE2sqQthoF3,36
qC11ohG1jqcAPLUwrDGV8x9gi402,8
Si1DrS0sefOC7FbDNHZ000Dp6Y63,26
PxcXAt1uiKQW5mqy4kv5u6LKePu1,17
nMbOcUhbifeD2DUuxDjOnIUiW9C2,27
Pk74nEOZ2aRaa0rmu5IyHvNSoFg1,34
S3HPPX1zq9bpRdXNECCTeqQaRqc2,17
fbiR7ZbRBOYz7nZ8BTJgj0Ziurl2,17
Oz4SoIFnV6WOd5hwL0gyqpXSUHz1,16
zU0YhQuVJPWPP0q2uAwAINM0Gwq1,15
lxWslOqBHUYhodZfLLS1tE8olCr2,37
kHCSVKsQOHUJhlyZC6WqTiMuoJG2,20
vWMKp4h5LDRZwrBYElX2Qj0F52D3,15
yTcJOcCGvaZg0R0fMixSmVYUcjs2,20
MACibvsmQcNmwQYCQWhKETsUSqD3,28
9Mi4b4X57xQCgaqnj1QEv8WoNc32,13
qtduNeUOLFPXFZ8Q6zvICjUtCG23,15
akHSkoESacULRbJytBKGN0Q4Sco1,27
fiTWr96fPwhu5fQoWwn3xCuKNXA2,72
Mpij64thXaV2OPOdMHq5hXD4pTH2,21
n3JNkl638XebKhdigxS0NybF19d2,31
s1VBVTplTuMnT55ANFWfJLJtjxZ2,18
sOYmErKB2LXCVhtvQ0hSZDAy6p33,16
aAI7G6thhRcU9zARpvMiyBYpEW13,35
t9SAtDTeRGOPkHAoDVp7a5X8Xi02,16
CMssDZmH8COVC0EPOCaei0juUUs2,17
HAzoT9t0F5VGMnoiQSJW8aOoqf53,34
0ey6I66lxyLxCNqcsCergOSEBST2,15
0lGq9L5ehihonDfRJQPdNTlfcTi2,22
hPIgyj0G3rRfK3QHQgKiAfnyjMR2,10
2FoLjJWdSRNzyIIKBfP2PhwW0aD2,15
dkFfZfbE8vbkBvyXgIG4kjfo8um1,33
4rkSoefgVEgurxwteGMKJ5pgfqL2,31
0y92R6OfFbN8Uqzng3aFsUV1hAK2,16
hCO1oyVGSUaJtNKWu9rhnixR0et1,19
nUgrpRxbMreKJJAeXlpbFsAkE7G2,24
8wrPjPgQHQOw4mqzD5Xl06j9Zw82,34
t7B8LCmPApUfnAgab0uhp5P0B5J2,16
R9CxWVeeS9Picd2alhgmRpK7TH62,31
d7TlGHRWUaZdqj3yEwTOYMKJUiR2,12
CVoDOetY2rYBv6s1uA6jTAP0yrt1,9
st3iRnZeZGgZ6KhQj9T2EYPTBc83,44
NxXh81cKsYQ1gGOy4B4h2CxDBwe2,16
qPoWe81JMUXIJqc7DHz0hsCBAvy2,37
Gpb95HSFzngNo3KPs568bn2H7T82,27
b6zlSxYNRbPn4ZLIeQT6YRcngmD2,32
AvovWIW65CePyc9QsK784Mg12QV2,28
i93W12cJLZQ333SD7lOXaBNMlz53,14
niGl8w0bF6bOthA8pij46OXvy992,18
xWLV830gZdc5DNroqDpoBam6oif2,28
gjiPrlVXg7c17aV6vZLbwJVbOa23,36
0ezlENKru4ZWbFQyGJ58WVnYwXk1,28
i2JdtJzFUFYeeT9Ce82IrVVbwUa2,30
v2DEqXvwpPbFROa8GcprUKAtaDw1,16
EoZ6kjK3zFT8ZpIEtcYODrPZRoC3,27
639bMpe5N4XUGeshuK5GrLwchCo2,17
sbjnR5JAMcSDGQiIXkphmRHw3Tu1,13
g17jeLVBXWewRtWWq6a36Qid2Rf1,28
tCfM2Cz7lWStUPshNYe9EhJom6k2,20
JGp6c6h7crMuAyBwmjGfQAAyCo52,15
SrVDP8q6FZcEJ13HszHjg7pCeIF3,30
vInAO4EYs1RSkDWKSXwqYNhXw9C3,16
FdO5NOYsq7RJmExJTj3FlucXb8C2,27
pO4EBFzKN6a4piG61wZijsrEu922,30
mabQjlMMjvcrj0NHpTMNNzaO3O92,39
UXsaHt1MZGTe8swOvU22ty7bRBJ3,50
9ZF6MMIobCZkgshhqdTAkJKdEmp1,15
ozbpRyRlcYfNvuYNejWU5EFtV1t1,13
7FYLOC5aYWRONrGfKfHg6A2s1ND3,33
cU4722lcnPSwk2jtQ2nz16phqGA2,17
daICPaeJOcbGdXDGJiu1J9fsk7q1,4
ZhPljCzToVWFCg8lvrpPwYrrEdq2,14
A9crWGN2KvcntB7RZkpFKBzMkKB2,20
bO84LyozsxXJ4Yho55qilSTd2eC2,24
a3oQf9TZnkRi42uQX455k9sutls1,37
22r30g4LAzQd0TvHNBqPQWeFRSv2,30
cGM5MFFyXNgrhR3mlWSaeuTrzYz1,31
uQwDvWu1cpVhY1c4kMedGDD9U8y2,28
LctqjDmNuoRCuDCipsci7smxJJf1,18
MbpLztRQiaQKsWdgM3jQg1URXxE2,27
CCDO5NjNI2hhPQFZ9Yv4bCWw8Ik1,26
Sek5vwnA58OKTo6gEGLiP6BnIR93,16
kG3kSZGvJehbzypjdwB3DbS8Ens1,32
JrEWV9N3UfWIjRlpDhxN790m2ip2,35
yAC9w01eiIPbxLiZ4UBtvwilefR2,28
Xt4eoDLGylR853V4G9KaCKIjoow1,26
raFnbBHenDdjYuJpeNMjbTBKDdm1,15
mnbEfo4zxRMdBNnFuJVB9Hcqrdt2,33
TCU3y5M8IiVDWhUKLHDFuYtxwdi2,15
FJdIpua9gwPhli873KYpLyvKFhx1,17
bBDgItdgybUwWwLpE0bRWmCCAN73,11
uyJeRZYXwnZapEuXmRD90H7bHpn2,34
wMajC4eqhThpiDfejW0rWwJFCgk2,28
ILt5ajaezSZoYsSLIA0WNoSx2V42,16
RZXM7M1fwsY1MkMGsIZDlLyDynn2,25
GH6o6hs80AYwhypmnt8ecN6Igtt2,26
